unit_id,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,sliding_rp_violation,amplitude_cutoff,amplitude_median,amplitude_cv_median,amplitude_cv_range,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,drift_ptp,drift_std,drift_mad,sd_ratio,isolation_distance,l_ratio,d_prime,silhouette,nn_hit_rate,nn_miss_rate,peak_to_valley,peak_trough_ratio,half_width,repolarization_slope,recovery_slope,num_positive_peaks,num_negative_peaks
128,1490.0,0.82776856,1.0,6.6432123,0.0,0.0,0.095,0.0026417284,-113.29651,0.20460935,0.08716853,0.017449664,0.0,0.0,0.8,,,,,651.1562,0.033875108,3.2253032,0.023618871,0.8365,0.21161418,0.00108,-0.010696288,0.00017,88465.664,-3610.5093,1.0,2.0
129,58.0,0.032221865,0.8666667,6.6077347,0.0,0.0,,,-119.59076,,,0.03448276,0.0,0.0,0.2,,,,,5.6533233e+16,,2.4451535,0.025185214,0.094827585,0.06788793,0.00159,-0.017618407,0.00017,54916.6,-4895.8394,1.0,1.0
130,3988.0,2.2155309,1.0,3.4044912,0.0,0.0,0.015,0.001218166,-44.059753,0.48433545,0.17694467,0.017051153,0.0,0.0,1.4,0.6098485,0.15963802,0.08549333,,565.1066,3.4985657e-08,8.601241,0.18101977,0.986,0.014,0.00128,-0.39331344,0.00048,93078.516,-6241.6587,2.0,1.0
131,411.0,0.22833079,1.0,0.910573,0.0,0.0,,,-6.2942505,,,0.024330901,0.0,0.0,0.6,,,,,292.34137,1.5105527e-10,10.765854,0.10552085,0.85523117,0.003773585,0.00014,0.012300948,0.00012,,,1.0,1.0
132,2672.0,1.4844279,1.0,7.807904,0.0,0.0,0.03,0.0009140907,-138.47351,0.25430575,0.08303866,0.0153443115,0.0,0.0,3.2,,,,,325.9666,0.00022366382,9.406382,0.100653976,0.893,0.034498207,0.00203,0.0010500246,0.00021,,,1.0,1.0
133,10.0,0.0055554938,0.2,1.4199786,0.0,0.0,,,-12.588501,,,0.0,0.0,0.0,0.0,,,,,2.4797844e+16,,11.053021,0.16008501,0.125,0.00020661157,0.00031,0.054653287,0.00187,,,0.0,6.0
134,82.0,0.045555048,0.8333333,0.7152597,0.0,0.0,,,-6.2942505,,,0.0,0.0,0.0,0.2,,,,,688.2802,0.0,15.832738,0.3249071,1.0,0.0,0.00101,-0.25182045,0.00025,29139.627,-5590.001,1.0,0.0
135,171.0,0.09499894,1.0,4.346828,0.0,0.0,,,-62.942505,,,0.023391813,0.0,0.0,0.4,,,,,63.972557,0.2790565,1.1966143,0.012404218,0.3991228,0.26871657,0.00035,-0.14263217,0.00017,314473.34,-6138.5107,1.0,1.0
136,2390.0,1.3277631,1.0,3.6228576,0.0,0.0,0.105,0.0013106092,-50.354004,0.44949532,0.16912678,0.015899582,0.0,0.0,1.0,,,,,355.11594,2.8928055e-08,10.72594,0.15562125,0.9825,0.006,0.00218,0.001504989,0.00018,,,1.0,1.0
137,4700.0,2.611082,1.0,6.177077,0.10864765,4.0,0.11,0.0005641444,-119.59076,0.21729957,0.11042228,0.056170214,0.0,0.0,2.6,0.79207516,0.16181219,0.10411051,,114.13274,0.05858771,4.8337593,0.11095728,0.7805,0.033625,0.00178,0.0012146711,0.00027,,,1.0,1.0
138,256.0,0.14222065,0.96666664,0.45389155,0.0,0.0,,,6.2942505,,,0.015625,0.0,0.0,0.4,,,,,47.96995,3.2158928,1.2758567,0.0025051688,0.043945312,0.025304245,1e-04,0.09481506,0.00015,,,0.0,5.0
139,12.0,0.006666593,0.26666668,1.2456794,0.0,0.0,,,-12.588501,,,0.0,0.0,0.0,0.0,,,,,1.0026515e+16,,5.281951,0.093746744,0.0625,8.2671955e-05,0.0019,0.021359408,0.00288,,,0.0,7.0
140,1240.0,0.6888812,1.0,2.4836245,0.0,0.0,0.135,0.00091652985,-37.765503,0.49122512,0.18561178,0.020967742,0.0,0.0,1.0,,,,,178.1477,0.00035889854,7.6641755,0.20092377,0.99,0.0022315201,0.00132,-0.02690459,0.00078,45739.027,-3212.798,1.0,1.0
141,2876.0,1.5977601,1.0,4.972807,0.0,0.0,0.03,0.0006554939,-88.11951,0.22956389,0.086938575,0.10952712,0.0,0.0,0.8,,,,,307.58606,0.15004566,3.288502,0.06514888,0.7465,0.15929487,0.00106,-0.32668635,0.00033,164619.3,-27014.207,1.0,1.0
142,166.0,0.0922212,1.0,5.4169283,0.0,0.0,,,-94.41376,,,0.030120483,0.0,0.0,0.4,,,,,105.96607,0.06666639,2.982985,0.030426173,0.5090361,0.06956912,0.00107,-0.25920266,0.00028,186446.52,-32351.936,1.0,1.0
143,215.0,0.11944312,1.0,4.912337,0.0,0.0,,,-94.41376,,,0.74883723,0.0,0.0,0.4,,,,,69.61989,0.39424947,1.7076218,0.014421693,0.3523256,0.14953052,0.00105,-0.2962253,0.00031,185957.0,-27900.043,1.0,1.0
144,129.0,0.07166587,0.9,0.3386143,0.0,0.0,,,-9.094947e-08,,,0.007751938,0.0,0.0,0.2,,,,,489.13843,0.00018703473,9.485649,0.17350593,0.8333333,0.0055879494,0.00139,0.0079720775,0.00251,,,0.0,6.0
145,111.0,0.061665982,1.0,0.26969606,0.0,0.0,,,-9.094947e-08,,,0.8378378,0.018018018,0.0,0.2,,,,,56.62366,0.27407053,1.0502896,0.03841816,0.39864865,0.14033942,0.00049,0.03534902,0.0028,,,2.0,3.0
146,3548.0,1.9710892,1.0,4.4516387,0.09532764,2.0,0.17,0.0009812585,-81.82526,0.27479267,0.10358593,0.016065389,0.0,0.0,1.6,0.51812696,0.14170726,0.13851464,,842.00024,0.0,17.545317,0.21605402,0.9975,0.0007780083,0.00094,-0.022380998,0.00023,86183.664,-1049.6558,1.0,1.0
149,19.0,0.010555439,0.5,6.5434146,0.0,0.0,,,-107.00226,,,0.05263158,0.0,0.0,0.2,,,,,3090854700000000.0,,3.0570843,0.05376032,0.065789476,0.008013305,0.00033,-0.013136049,0.00017,420134.53,-7228.7866,1.0,1.0
150,84.0,0.04666615,0.93333334,6.0374217,0.0,0.0,,,-100.70801,,,0.023809524,0.0,0.0,0.2,,,,,69.12693,0.13141508,2.4537508,0.027884707,0.08928572,0.01681061,0.00032,-0.09990679,0.00015,559287.9,-4061.4944,1.0,1.0
151,29.0,0.016110932,0.6666667,3.9853356,0.0,0.0,,,-81.82526,,,0.03448276,0.0,0.0,0.2,,,,,2988172500000000.0,,4.930377,0.15416154,0.62068963,0.0039429786,0.00138,-0.075797625,0.00022,93017.4,-13019.551,1.0,1.0
152,1872.0,1.0399884,1.0,5.059044,0.0,0.0,0.06,0.0010195145,-81.82526,0.24813186,0.079433694,0.011752137,0.0,0.0,1.4,,,,,85.585495,0.15226848,3.491088,0.09370871,0.683,0.05944798,0.00093,-0.051451463,0.00022,103924.92,-7260.765,1.0,1.0
153,99.0,0.05499939,0.96666664,6.102264,0.0,0.0,,,-100.70801,,,0.01010101,0.0,0.0,0.2,,,,,64.17837,0.18648846,2.5491097,0.016280387,0.13383839,0.03261543,0.00031,-0.08092252,0.00015,509053.06,-6015.288,1.0,1.0
154,166.0,0.0922212,1.0,5.4776206,0.0,0.0,,,-88.11951,,,0.006024096,0.0,0.0,0.4,,,,,46.045597,1.0186955,2.384149,0.012513427,0.15512048,0.042246837,0.00033,-0.106327005,0.00016,494488.6,-11837.314,1.0,1.0
155,173.0,0.096110046,1.0,5.9725156,0.0,0.0,,,-100.70801,,,0.011560693,0.0,0.0,0.4,,,,,50.118355,0.6659606,2.495195,0.013833377,0.20953757,0.049714558,0.00032,-0.09658547,0.00016,515255.66,-8061.35,1.0,1.0
157,193.0,0.10722103,1.0,5.5916233,0.0,0.0,,,-88.11951,,,0.005181347,0.0,0.0,0.4,,,,,49.686077,0.71561843,2.3191833,0.014503443,0.2007772,0.057053942,0.00032,-0.1028427,0.00016,509284.5,-10059.115,1.0,1.0
158,8.0,0.004444395,0.26666668,8.777015,0.0,0.0,,,-151.06201,,,0.0,0.0,0.0,0.0,,,,,7020509000000000.0,,11.715985,0.104287796,0.34375,0.0021508096,0.00064,-0.08115661,0.00025,566434.3,-23670.768,1.0,1.0
160,177.0,0.09833224,0.96666664,4.9226117,0.0,0.0,,,-81.82526,,,0.016949153,0.0,0.0,0.4,,,,,74.88094,0.3602217,1.6074382,0.015385678,0.17514125,0.09214167,0.00207,0.005408149,0.0002,,,1.0,2.0
162,20.0,0.0111109875,0.53333336,8.941314,0.0,0.0,,,-157.35626,,,0.0,0.0,0.0,0.2,,,,,1.5425258e+16,,12.031977,0.085176595,0.425,0.002673116,0.00049,-0.01607691,0.00025,472454.78,-12457.624,1.0,1.0
163,194.0,0.10777658,1.0,5.1295466,0.0,0.0,,,-88.11951,,,0.036082473,0.0,0.0,0.4,,,,,75.83106,0.33515486,1.6718701,0.013660809,0.18814433,0.09497207,0.00206,0.0037289415,0.0002,,,1.0,2.0
164,177.0,0.09833224,1.0,6.0228243,0.0,0.0,,,-94.41376,,,0.02259887,0.0,0.0,0.4,,,,,79.2176,0.2533439,2.2352595,0.019533074,0.20762712,0.07567792,0.00205,0.002047784,0.00021,,,1.0,1.0
165,331.0,0.18388684,1.0,5.7328243,0.0,0.0,,,-94.41376,,,0.027190333,0.0,0.0,0.4,,,,,68.385925,0.5985501,1.6742702,0.015164028,0.28625378,0.14564428,0.00208,0.0048569427,0.00022,,,1.0,2.0
167,126.0,0.069999225,1.0,6.8519597,0.0,0.0,,,-107.00226,,,0.031746034,0.0,0.0,0.4,,,,,86.32079,0.1135192,1.8113497,0.023579843,0.13690476,0.04749731,0.00208,0.0030331514,0.00022,,,1.0,1.0
168,173.0,0.096110046,1.0,4.8784776,0.0,0.0,,,-81.82526,,,0.023121387,0.0,0.0,0.4,,,,,75.24996,0.32343498,1.3760649,0.013296183,0.16618498,0.08834898,0.00206,0.0037442541,0.00019,,,1.0,1.0
170,229.0,0.12722081,1.0,6.5643983,0.0,0.0,,,-107.00226,,,0.008733625,0.0,0.0,0.4,,,,,69.82042,0.5850954,1.684516,0.017647782,0.1779476,0.08062678,0.00206,0.00034827227,0.0002,,,1.0,1.0
171,68.0,0.037777357,0.9,5.5931954,0.0,0.0,,,-88.11951,,,0.029411765,0.0,0.0,0.2,,,,,96.061485,0.03248697,2.1067057,0.023236124,0.125,0.045138888,0.0017,-0.015440008,0.00015,317801.78,-9575.894,1.0,1.0
172,364.0,0.20221998,1.0,5.2892723,0.0,0.0,,,-84.97238,,,0.0054945056,0.0,0.0,0.6,,,,,475.19388,0.05616884,3.7079523,0.023825057,0.89285713,0.104753524,0.00032,-0.010867125,0.00015,313876.56,315.43866,1.0,1.0
174,4925.0,2.7360806,1.0,7.6122184,0.8410514,34.0,0.325,0.00020388179,-119.59076,0.5121578,0.15025747,0.027005076,0.0,0.0,1.8,0.40717486,0.10514978,0.08230945,,1204.8833,0.048170477,4.451256,0.08622614,0.9385,0.084487535,0.00193,-0.015650779,0.00018,80236.84,-19217.129,1.0,1.0
175,9.0,0.0049999445,0.26666668,12.343603,0.0,0.0,,,-214.00452,,,0.0,0.0,0.0,0.0,,,,,1.0226358e+16,,4.4160905,0.20586056,0.30555555,0.0032976093,0.00118,-0.083583415,0.00014,838486.06,-42882.496,1.0,1.0
176,39.0,0.021666426,0.76666665,0.4808746,0.0,0.0,,,-9.094947e-08,,,0.0,0.0,0.0,0.2,,,,,6.368897e+16,,9.697657,0.38437212,1.0,0.0,0.00048,-0.14418647,0.00225,17739.418,-12117.809,2.0,5.0
177,422.0,0.23444185,1.0,5.6872725,0.0,0.0,,,-88.11951,,,0.018957347,0.0,0.0,0.6,,,,,123.47842,0.11901524,3.7045178,0.15478262,0.84241706,0.112,0.00035,-0.06586132,0.00018,505783.8,-9736.514,1.0,1.0
178,584.0,0.32444084,1.0,3.120361,0.0,0.0,,0.006026099,-37.765503,0.44496533,0.13552833,0.011986301,0.0,0.0,0.8,,,,,256.88565,0.00044487533,6.9216166,0.051555436,0.589,0.0017502917,0.00145,-0.11800886,0.00023,194559.06,-5980.8877,0.0,1.0
179,21.0,0.011666537,0.46666667,3.9746723,0.0,0.0,,,-50.354004,,,0.1904762,0.0,0.0,0.2,,,,,2157671400000000.0,,3.0841467,0.04530234,0.0,0.0019569471,0.00125,-0.006019517,0.0002,186188.72,-579.1297,0.0,1.0
180,599.0,0.33277407,1.0,4.1047583,0.0,0.0,,0.011350893,-75.531006,0.3168876,0.08257973,0.02003339,0.0,0.0,0.6,,,,,3880.3452,2.4452907e-05,11.092314,0.08246655,0.629,0.00033647375,0.00203,0.0025561089,0.00021,,,1.0,1.0
181,15.0,0.008333241,0.3,2.5616987,0.0,0.0,,,-31.471252,,,0.0,0.0,0.0,0.0,,,,,1.1071524e+17,,6.2202764,0.22030586,0.8333333,0.001573741,0.00012,0.06256699,0.00015,,,1.0,1.0
182,2772.0,1.5399829,1.0,3.6422474,0.0,0.0,0.03,0.0012327487,-44.059753,0.2900957,0.09174207,0.015873017,0.0,0.0,1.0,,,,,864.3507,0.0,21.334936,0.18853483,0.9975,0.0051020407,0.00053,-0.15752816,0.00017,222490.56,-4718.8438,1.0,1.0
183,236.0,0.13110965,1.0,3.6064465,0.0,0.0,,,-50.354004,,,0.021186441,0.0,0.0,0.4,,,,,737.2588,0.005583405,9.849018,0.14347763,0.967161,0.018664047,0.00051,-0.15643919,0.0002,207423.47,-3610.8628,1.0,1.0
185,4.0,0.0022221976,0.13333334,2.634725,0.0,0.0,,,-34.618378,,,0.0,0.0,0.0,0.0,,,,,7570943000000000.0,,5.4836283,0.20375063,0.0,0.0033738192,0.00048,-0.23544376,0.00014,264191.75,-15148.892,1.0,1.0
186,5.0,0.0027777469,0.16666667,3.4567595,0.0,0.0,,,-37.765503,,,0.0,0.0,0.0,0.0,,,,,7637395000000000.0,,5.52573,0.21226485,0.15,0.0054054055,0.0005,-0.2834859,0.00014,286485.44,-11920.167,2.0,2.0
192,4.0,0.0022221976,0.13333334,6.226059,0.0,0.0,,,-125.88501,,,0.0,0.0,0.0,0.0,,,,,9.330624e+16,,5.2236376,0.46592292,0.375,0.0,0.00183,0.0020800456,0.00019,,,1.0,1.0
193,226.0,0.12555416,1.0,4.1660094,0.0,0.0,,,-69.236755,,,0.0088495575,0.0,0.0,0.4,,,,,,,,,,,0.00148,-0.121161014,0.00024,62808.41,-9334.189,0.0,1.0
194,3798.0,2.1099765,1.0,0.94968134,0.04159548,1.0,0.025,0.0009540057,-6.2942505,2.5074668,0.6852703,0.013954713,0.0,0.0,0.6,0.5833333,0.27049297,0.26424238,,183.4292,0.018126618,3.1060834,0.1062113,0.9405,0.18992248,0.00024,0.014182639,0.00019,,,1.0,1.0
195,2400.0,1.3333185,1.0,2.830931,0.0,0.0,0.04,0.0009748278,-31.471252,0.41668987,0.1162796,0.0175,0.0,0.0,1.0,,,,,,,,,,,0.00177,-0.09813582,0.00043,68169.195,-28060.008,1.0,1.0
196,186.0,0.103332184,1.0,5.6014066,0.0,0.0,,,-75.531006,,,0.010752688,0.0,0.0,0.2,,,,,555.642,0.0,18.979027,0.2601947,1.0,0.0,0.00099,-0.0076586925,0.00021,81185.2,-3065.9517,0.0,1.0
197,4798.0,2.665526,1.0,4.97931,0.0,0.0,0.01,9.802547e-05,-94.41376,0.22319193,0.097574145,0.018132554,0.0,0.0,2.0,0.5282855,0.1318969,0.07100744,,346.60327,0.0,16.749472,0.2034647,1.0,0.09615385,0.00165,0.003094437,0.00042,,,1.0,1.0
198,1744.0,0.96887815,1.0,0.07656371,0.0,0.0,0.07,0.0015429339,6.2942505,2.676485,0.990216,0.010321101,0.0,0.0,1.2,,,,,,,,,,,0.0007,0.0135499,0.00142,,,3.0,6.0
199,29.0,0.016110932,0.6333333,8.050938,0.0,0.0,,,-144.76776,,,0.4827586,0.0,0.0,0.2,,,,,2.1479782e+16,,4.592694,0.26257896,0.51724136,0.01140873,0.00028,-0.047871932,0.0002,761950.75,-10497.442,1.0,1.0
201,1235.0,0.68610346,1.0,2.231475,0.0,0.0,0.23,0.00073944003,-25.177002,0.61839235,0.20407307,0.017813765,0.0,0.0,0.8,,,,,588.8631,3.2090682e-06,10.304788,0.13980246,0.9655,0.0018796993,0.00189,-0.033816967,0.00021,39841.38,-9886.315,0.0,1.0
202,584.0,0.32444084,1.0,3.693811,0.0,0.0,,0.0064253993,-69.236755,0.3077348,0.10659516,0.017123288,0.0,0.0,0.6,,,,,446.6787,0.0,13.030712,0.12651034,0.786,0.00021834062,0.0014,0.005203317,0.00075,,,1.0,1.0
208,2267.0,1.2594304,1.0,8.85831,0.0,0.0,0.055,0.002726774,-176.23901,0.24066064,0.1007987,0.018967798,0.0,0.0,1.2,,,,,706.0928,2.3625726e-07,11.351487,0.17177185,0.9905,0.015957447,0.00087,-0.027557954,0.00016,223473.28,-9140.584,1.0,1.0
209,2763.0,1.5349829,1.0,2.9523423,0.0,0.0,0.03,0.0009552704,-50.354004,0.41548744,0.18400833,0.018096272,0.0,0.0,3.0,,,,,233.86995,2.2542079e-07,10.968407,0.09181111,0.652,0.002,0.0014,0.0053197606,0.00081,,,1.0,1.0
212,142.0,0.078888014,0.96666664,0.24277413,0.0,0.0,,,6.2942505,,,0.9084507,0.014084507,0.0,0.4,,,,,50.170086,0.48650202,1.6640085,0.04591108,0.5633803,0.14417614,0.00012,0.0730002,0.00031,,,1.0,0.0
213,1752.0,0.9733225,1.0,6.1091557,0.0,0.0,0.07,0.02010748,-107.00226,0.23036075,0.17111158,0.01826484,0.0,0.0,1.8,,,,,1742.712,0.0,26.69305,0.56940967,1.0,0.0,0.00036,-0.023475265,0.00018,407894.9,-47.823605,1.0,1.0
214,3.0,0.0016666482,0.06666667,6.445125,0.0,0.0,,,-75.531006,,,0.0,0.0,0.0,0.0,,,,,6634279000000000.0,,13.084042,0.6371003,0.33333334,0.003371869,0.00033,-0.15670629,0.00011,999138.94,7477.7925,1.0,1.0
215,19.0,0.010555439,0.1,3.904941,0.0,0.0,,,-50.354004,,,0.0,0.0,0.0,0.0,,,,,6.5238075e+16,,8.784976,0.3779834,0.90789473,0.003976143,0.00201,0.011757154,0.00016,,,1.0,1.0
218,506.0,0.281108,1.0,9.403631,0.0,0.0,,0.0010793961,-138.47351,0.12923776,0.05315882,0.02173913,0.0,0.0,0.8,,,,,,,,,,,0.00204,0.015669972,0.00071,,,1.0,2.0
219,435.0,0.24166398,1.0,2.0241754,0.0,0.0,,,-25.177002,,,0.013793103,0.0,0.0,0.6,,,,,480.57715,5.982985e-08,10.304596,0.15044904,0.9896552,0.021875,0.00034,-0.052433174,0.00022,149166.33,532.3201,0.0,1.0
220,4324.0,2.4021955,1.0,5.5176473,0.3530022,11.0,0.1,0.00057651085,-113.29651,0.3806563,0.19381917,0.0573543,0.0,0.0,2.41,0.9406872,0.1802621,0.11006928,,109.90419,0.060147718,4.201722,0.14254615,0.845,0.03625,0.00166,0.0015006192,0.00032,,,1.0,1.0
221,2863.0,1.5905379,1.0,7.847324,0.0,0.0,0.03,0.0030936697,-125.88501,0.17091632,0.055301756,0.015368494,0.0,0.0,0.8,,,,,322.10007,0.0,14.718625,0.25569654,0.9995,0.00023062731,0.0019,-0.110768504,0.00026,165635.12,-121671.61,0.0,1.0
223,30.0,0.016666481,0.6666667,7.632977,0.0,0.0,,,-132.17926,,,0.16666667,0.0,0.0,0.2,,,,,,,1.6263925,0.03902444,0.075,0.010611908,0.0013,0.0025585948,0.00019,,2460.2158,1.0,1.0
225,36.0,0.019999778,0.6333333,7.4943323,0.0,0.0,,,-125.88501,,,0.027777778,0.0,0.0,0.2,,,,,105.763695,8.551507e-05,3.8334875,0.29507858,0.7916667,0.0034568585,0.00202,-0.012215773,0.00023,36080.707,-18576.941,1.0,1.0
226,3075.0,1.7083143,1.0,7.8106074,0.0,0.0,0.025,0.0009921332,-138.47351,0.1592027,0.057911396,0.6169106,0.0006504065,0.0,1.6,0.2960199,0.045431975,0.054437008,,44.186546,0.45521626,1.9588045,0.0771649,0.589,0.1515997,0.00193,-0.0069061783,0.0002,48939.32,-7211.073,1.0,1.0
228,143.0,0.07944356,0.96666664,8.731465,0.0,0.0,,,-157.35626,,,0.02097902,0.0,0.0,0.4,,,,,126.3822,0.0026565308,4.6106677,0.16741477,0.86538464,0.0044022244,0.00112,-0.036496818,0.00016,128398.61,-2575.3286,1.0,1.0
229,645.0,0.35832936,1.0,6.224407,0.0,0.0,,0.0006426461,-88.11951,0.17079727,0.04982075,0.024806201,0.0,0.0,0.8,,,,,1201.2843,0.0,29.436348,0.30851102,1.0,0.0,0.00216,0.0012643929,0.00029,,,0.0,1.0
230,87.0,0.048332796,0.9,3.1911342,0.0,0.0,,,-44.059753,,,0.0,0.0,0.0,0.2,,,,,1870.9001,0.0,10.840924,0.20895603,0.8074713,0.00060204696,0.00085,-0.076705545,0.00017,94715.23,-2409.8557,1.0,1.0
232,1.0,0.0005555494,0.033333335,3.1476192,0.0,0.0,,,-12.588501,,,0.0,0.0,0.0,0.0,,,,,,,13.917364,1.0,0.0,0.0,0.00204,0.0151014635,0.00286,,,0.0,8.0
238,215.0,0.11944312,1.0,6.12553,0.0,0.0,,,-94.41376,,,0.013953488,0.0,0.0,0.4,,,,,81.6578,0.2401655,1.7935225,0.021767281,0.35581395,0.20911413,0.00055,-0.045626808,0.00018,220345.19,-9845.906,1.0,1.0
240,87.0,0.048332796,0.96666664,5.852223,0.0,0.0,,,-88.11951,,,0.011494253,0.0,0.0,0.2,,,,,146.05806,0.0015414313,1.6721711,0.02321719,0.12643678,0.09580419,0.00055,-0.09037684,0.00018,344656.53,-9311.218,1.0,1.0
241,1.0,0.0005555494,0.033333335,23.742044,0.0,0.0,,,-264.35852,,,0.0,0.0,0.0,0.0,,,,,,,31.719091,1.0,0.0,0.0,0.00148,-0.003955096,0.00018,67449.016,7016.6123,0.0,1.0
244,2736.0,1.519983,1.0,5.639511,0.0,0.0,0.08,0.0015482114,-88.11951,0.24800386,0.095016345,0.013888889,0.0,0.0,1.4,,,,,116.70904,0.17718281,1.7312056,0.022760542,0.707,0.5620861,0.00054,-0.006264473,0.00017,183286.62,-7594.3345,1.0,1.0
245,2229.0,1.2383195,1.0,7.568744,57.241932,474.0,,0.00038760056,-100.70801,0.34287593,0.110203415,0.017496636,0.0,0.0,2.02,,,,,619.27924,0.04949951,5.164219,0.07415853,0.8435,0.036701474,0.00152,0.010394494,0.00051,,,1.0,1.0
247,12.0,0.006666593,0.23333333,7.025935,0.0,0.0,,,-113.29651,,,0.0,0.0,0.0,0.0,,,,,1872805300000000.0,,2.988761,0.23552562,0.375,0.0029536863,0.00152,-0.014947497,0.00052,90587.14,-19673.295,1.0,1.0
248,69.0,0.038332906,0.93333334,8.071534,0.0,0.0,,,-100.70801,,,0.014492754,0.0,0.0,0.2,,,,,1.4048492e+16,,3.0934834,0.013384503,0.28985506,0.023312287,0.00161,0.00802259,0.00051,,,1.0,1.0
249,68.0,0.037777357,0.9,8.388611,0.0,0.0,,,-100.70801,,,0.029411765,0.0,0.0,0.2,,,,,3.1045843e+16,,3.8676145,0.037270848,0.2389706,0.021116504,0.00161,0.008838853,0.00051,,,1.0,1.0
250,5302.0,2.9455228,1.0,2.1660779,0.0,0.0,0.01,0.0012870961,-25.177002,0.75455296,0.27358806,0.015277253,0.0,0.0,0.81,0.32785088,0.10860312,0.096074924,,611.25854,0.0,16.014387,0.14653388,0.9905,0.022371365,0.00144,0.0028364502,0.00078,,,1.0,1.0
251,105.0,0.058332685,0.96666664,8.103056,0.0,0.0,,,-100.70801,,,0.0,0.0,0.0,0.2,,,,,93.52814,0.0749575,1.7902175,0.01182679,0.16428572,0.06769596,0.00032,-0.04959614,0.00015,424265.75,-8827.868,1.0,1.0
252,207.0,0.11499872,1.0,8.974576,0.0,0.0,,,-113.29651,,,0.024154589,0.0,0.0,0.4,,,,,100.71916,0.12797657,2.2236543,0.014944788,0.49758455,0.14594595,0.00033,-0.045098137,0.00015,423680.2,-3609.0789,1.0,1.0
253,135.0,0.07499917,1.0,8.572089,0.0,0.0,,,-113.29651,,,0.02962963,0.0,0.0,0.2,,,,,95.10771,0.0723552,2.2552474,0.015353742,0.3962963,0.1268473,0.00032,-0.06791383,0.00015,485172.22,-6150.019,1.0,1.0
257,3754.0,2.0855324,1.0,5.028102,0.08515253,2.0,0.055,7.254814e-05,-62.942505,0.33668256,0.10121536,0.014118274,0.0,0.0,1.8,0.53846157,0.13223693,0.05899906,,505.22507,4.263838e-06,10.725942,0.17024532,0.994,0.0175,0.00182,-0.006622922,0.00015,38289.633,-3433.227,1.0,1.0
259,5.0,0.0027777469,0.13333334,3.9120412,0.0,0.0,,,-62.942505,,,0.0,0.0,0.0,0.0,,,,,1.3013591e+16,,12.900946,0.44955078,0.65,0.0,0.00151,-2.038785e-05,0.00081,46520.652,-8545.726,0.0,2.0
260,170.0,0.094443396,1.0,3.3565776,20.761477,1.0,,,-56.648254,,,0.005882353,0.0,0.0,0.4,,,,,34.020763,0.6945968,2.074422,0.016339086,0.36911765,0.09635785,0.00154,0.018228682,0.00107,,,1.0,2.0
261,177.0,0.09833224,1.0,3.4143665,0.0,0.0,,,-56.648254,,,0.02259887,0.0,0.0,0.4,,,,,34.02345,0.7314163,2.2132413,0.0117637,0.27966103,0.075337596,0.0015,0.020082526,0.00106,,,1.0,2.0
262,14.0,0.0077776914,0.4,3.3965383,3061.2585,1.0,,,-53.50113,,,0.0,0.0,0.0,0.0,,,,,9017991000000000.0,,1.9754615,0.054835256,0.071428575,0.0070063695,0.00208,0.018710908,0.00106,,,2.0,3.0
263,218.0,0.12110977,1.0,3.6014035,0.0,0.0,,,-62.942505,,,0.0045871558,0.0,0.0,0.4,,,,,40.781494,0.44904518,2.5646234,0.010602273,0.3853211,0.09461933,0.00153,0.019513216,0.00106,,,1.0,2.0
264,80.0,0.04444395,1.0,19.017452,0.0,0.0,,,-289.53552,,,0.0125,0.0,0.0,0.2,,,,,1748.2583,1.8053937e-07,6.5357633,0.27598092,0.934375,0.05,0.00192,-0.004835505,0.00017,74512.484,-15810.1045,1.0,1.0
265,120.0,0.066665925,1.0,6.50401,0.0,0.0,,,-56.648254,,,0.0,0.0,0.0,0.2,,,,,5588.412,3.0354994e-07,6.0894246,0.31808022,0.93333334,0.04375,0.00203,0.0018962601,0.00021,,,0.0,1.0
267,1952.0,1.0844324,1.0,2.7615573,0.0,0.0,0.055,0.0013664593,-50.354004,0.44032335,0.15673041,0.02305328,0.0,0.0,1.2,,,,,392.04666,0.0016352492,7.3480887,0.133019,0.9005,0.0148,0.00102,0.016240317,0.00105,,,1.0,1.0
269,48.0,0.026666371,0.6666667,2.4356577,0.0,0.0,,,-44.059753,,,0.041666668,0.0,0.0,0.2,,,,,3.2499182e+16,,3.8944488,0.07400578,0.5208333,0.0055816686,0.00113,0.005695053,0.00085,,,1.0,1.0
270,1.0,0.0005555494,0.033333335,2.33157,0.0,0.0,,,-18.882751,,,0.0,0.0,0.0,0.0,,,,,,,134.42157,1.0,0.0,0.0,0.00068,-0.2435517,0.00256,290362.62,-25456.727,1.0,8.0
271,1.0,0.0005555494,0.033333335,7.1664543,0.0,0.0,,,-94.41376,,,0.0,0.0,0.0,0.0,,,,,,,12.603154,1.0,0.0,0.0,0.00137,0.02731639,0.00018,,,0.0,4.0
273,7.0,0.0038888457,0.2,2.294183,0.0,0.0,,,-44.059753,,,0.0,0.0,0.0,0.0,,,,,2928560000000000.0,,5.836309,0.08715112,0.035714287,0.003012048,0.0013,0.007994052,0.00094,,,1.0,2.0
